url,element_index,element_role,element_name,announcement,html_snippet,is_accessible,wcag_violations,wcag_passes,capture_mode,timestamp
https://nodejs.org/,10,link,About,About link,"<a class=""index-module__Caicaq__navItem index-module__Caicaq__nav"" href=""/en/about""><span class=""index-module__Caicaq__label"">About</span></a>",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.458144
https://nodejs.org/,11,link,Download,Download link,"<a class=""index-module__Caicaq__navItem index-module__Caicaq__nav"" href=""/en/download""><span class=""index-module__Caicaq__label"">Download</span></a>",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.458144
https://nodejs.org/,12,link,Blog,Blog link,"<a class=""index-module__Caicaq__navItem index-module__Caicaq__nav"" href=""/en/blog""><span class=""index-module__Caicaq__label"">Blog</span></a>",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.458144
https://nodejs.org/,13,link,Docs,Docs link,"<a href=""https://nodejs.org/docs/latest/api/"" class=""index-module__Caicaq__navItem index-module__Caicaq__nav""><span class=""index-module__Caicaq__label"">Docs</span></a>",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.458144
https://nodejs.org/,14,link,Contribute,Contribute link,"<a href=""https://github.com/nodejs/node/blob/main/CONTRIBUTING.md"" class=""index-module__Caicaq__navItem index-module__Caicaq__nav"" target=""_blank""><span class=""index-module__Caicaq__label"">Contribute</span><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" fill=""currentColor"" aria-hidden=""true"" data-slot=""icon"" class=""index-module__Caicaq__icon""><path fill-rule=""evenodd"" d=""M8.25 3.75H19.5a.75.75 0 0 1 .75.75v11.25a.75.75 0 0 1-1.5 0V6.31L5.03 20.03a.75.75 0 0 1-1.06-1.06L17.69 5.25H8.2...",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.458144
https://nodejs.org/,15,link,Courses,Courses link,"<a href=""https://training.linuxfoundation.org/openjs/"" class=""index-module__Caicaq__navItem index-module__Caicaq__nav"" target=""_blank""><span class=""index-module__Caicaq__label"">Courses</span><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" fill=""currentColor"" aria-hidden=""true"" data-slot=""icon"" class=""index-module__Caicaq__icon""><path fill-rule=""evenodd"" d=""M8.25 3.75H19.5a.75.75 0 0 1 .75.75v11.25a.75.75 0 0 1-1.5 0V6.31L5.03 20.03a.75.75 0 0 1-1.06-1.06L17.69 5.25H8.25a.75.75 0 0 1 ...",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.458144
https://nodejs.org/,16,button,Start typing... ⌘ K,Start typing... ⌘ K button,"<button type=""button"" class=""index-module__SzNZfW__searchButton""><div class=""index-module__SzNZfW__searchButtonContent""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" fill=""currentColor"" aria-hidden=""true"" data-slot=""icon""><path fill-rule=""evenodd"" d=""M10.5 3.75a6.75 6.75 0 1 0 0 13.5 6.75 6.75 0 0 0 0-13.5ZM2.25 10.5a8.25 8.25 0 1 1 14.59 5.28l4.69 4.69a.75.75 0 1 1-1.06 1.06l-4.69-4.69A8.25 8.25 0 0 1 2.25 10.5Z"" clip-rule=""evenodd""></path></svg>Start typing...</div><span class=""i...",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,17,button,Select theme,Select theme button,"<button type=""button"" class=""index-module__pV3ojG__themeToggle"" aria-label=""Select theme"" id=""radix-_r_0_"" aria-haspopup=""menu"" aria-expanded=""false"" data-state=""closed""><svg xmlns=""http://www.w3.org/2000/svg"" fill=""none"" viewBox=""0 0 24 24"" stroke-width=""1.5"" stroke=""currentColor"" aria-hidden=""true"" data-slot=""icon"" height=""20""><path stroke-linecap=""round"" stroke-linejoin=""round"" d=""M9 17.25v1.007a3 3 0 0 1-.879 2.122L7.5 21h9l-.621-.621A3 3 0 0 1 15 18.257V17.25m6-12V15a2.25 2.25 0 0 1-2.25 2....",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,18,button,Choose Language,Choose Language button,"<button class=""index-module__57dyCG__languageDropdown"" aria-label=""Choose Language"" type=""button"" id=""radix-_R_7fanpivb_"" aria-haspopup=""menu"" aria-expanded=""false"" data-state=""closed""><svg xmlns=""http://www.w3.org/2000/svg"" fill=""none"" viewBox=""0 0 24 24"" stroke-width=""1.5"" stroke=""currentColor"" aria-hidden=""true"" data-slot=""icon"" height=""20""><path stroke-linecap=""round"" stroke-linejoin=""round"" d=""m10.5 21 5.25-11.25L21 21m-9-3h7.5M3 5.621a48.474 48.474 0 0 1 6-.371m0 0c1.12 0 2.233.038 3.334.1...",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,19,link,Node.js Github,Node.js Github link,"<a href=""https://github.com/nodejs/node"" aria-label=""Node.js Github"" class=""index-module__MxFfiW__ghIconWrapper""><svg width=""20"" height=""20"" viewBox=""0 0 20 20"" xmlns=""http://www.w3.org/2000/svg"" fill=""currentColor""><path d=""M10 1.25C5.16562 1.25 1.25 5.16562 1.25 10C1.25 13.8719 3.75469 17.1422 7.23281 18.3016C7.67031 18.3781 7.83437 18.1156 7.83437 17.8859C7.83437 17.6781 7.82344 16.9891 7.82344 16.2563C5.625 16.6609 5.05625 15.7203 4.88125 15.2281C4.78281 14.9766 4.35625 14.2 3.98438 13.9922C...",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,20,generic,,unlabeled generic,"<section><div><h1 class=""special"">Run JavaScript Everywhere</h1><p>Node.js® is a free, open-source, cross-platform JavaScript runtime environment
that lets developers create servers, web apps, command line tools and scripts.</p></div><div class=""flex gap-4""><div class=""flex flex-col gap-2""><a role=""button"" aria-disabled=""false"" class=""index-module__chIz9G__button index-module__chIz9G__special !hidden dark:!block"" tabindex=""0"" href=""/en/download"">Get Node.js®</a><a role=""button"" aria-disabled=""fa...",True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,21,generic,,unlabeled generic,"<section><div><div dir=""ltr"" data-orientation=""horizontal"" class=""index-module__ZySmoa__tabsRoot index-module__Wcgi2a__root""><div role=""tablist"" aria-orientation=""horizontal"" class=""index-module__ZySmoa__tabsList"" tabindex=""0"" data-orientation=""horizontal"" style=""outline:none""><button type=""button"" role=""tab"" aria-selected=""true"" aria-controls=""radix-_R_uinpivb_-content-js-0"" data-state=""active"" id=""radix-_R_uinpivb_-trigger-js-0"" class=""index-module__ZySmoa__tabsTrigger index-module__Wcgi2a__tr...",True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,22,link,v24.15.0 Latest LTS,v24.15.0 Latest LTS link,"<a class=""index-module__HT2Joq__wrapper index-module__HT2Joq__info"" href=""/blog/release/v24.15.0""><span class=""index-module__sqbL5G__badge index-module__sqbL5G__info index-module__sqbL5G__small index-module__HT2Joq__badge"">v24.15.0</span><span class=""index-module__HT2Joq__message"">Latest LTS</span></a>",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,23,link,v25.9.0 Latest Release,v25.9.0 Latest Release link,"<a class=""index-module__HT2Joq__wrapper index-module__HT2Joq__default"" href=""/blog/release/v25.9.0""><span class=""index-module__sqbL5G__badge index-module__sqbL5G__default index-module__sqbL5G__small index-module__HT2Joq__badge"">v25.9.0</span><span class=""index-module__HT2Joq__message"">Latest Release</span></a>",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,24,link,https://github.com/nodejs/node,https://github.com/nodejs/node link,"<a href=""https://github.com/nodejs/node"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label""><svg width=""20"" height=""20"" viewBox=""0 0 20 20"" xmlns=""http://www.w3.org/2000/svg"" fill=""currentColor"" aria-label=""https://github.com/nodejs/node""><path d=""M10 1.25C5.16562 1.25 1.25 5.16562 1.25 10C1.25 13.8719 3.75469 17.1422 7.23281 18.3016C7.67031 18.3781 7.83437 18.1156 7.83437 17.8859C7.83437 17.6781 7.82344 16.9891 7.82344 16.2563C5.625 16.6...",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,25,link,https://discord.gg/nodejs,https://discord.gg/nodejs link,"<a href=""https://discord.gg/nodejs"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label""><svg width=""20"" height=""20"" viewBox=""0 -28.5 256 256"" xmlns=""http://www.w3.org/2000/svg"" fill=""none"" aria-label=""https://discord.gg/nodejs""><path d=""M216.856339,16.5966031 C200.285002,8.84328665 182.566144,3.2084988 164.041564,0 C161.766523,4.11318106 159.108624,9.64549908 157.276099,14.0464379 C137.583995,11.0849896 118.072967,11.0849896 98.7430163,14....",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,26,link,https://social.lfx.dev/@nodejs,https://social.lfx.dev/@nodejs link,"<a href=""https://social.lfx.dev/@nodejs"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label""><svg width=""20"" height=""20"" viewBox=""0 0 75 79"" xmlns=""http://www.w3.org/2000/svg"" fill=""none"" aria-label=""https://social.lfx.dev/@nodejs""><path d=""M73.8393 17.4898C72.6973 9.00165 65.2994 2.31235 56.5296 1.01614C55.05 0.797115 49.4441 0 36.4582 0H36.3612C23.3717 0 20.585 0.797115 19.1054 1.01614C10.5798 2.27644 2.79399 8.28712 0.904997 16.8758C-0....",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,27,link,https://bsky.app/profile/nodejs.org,https://bsky.app/profile/nodejs.org link,"<a href=""https://bsky.app/profile/nodejs.org"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label""><svg width=""20"" height=""20"" viewBox=""0 0 568 501"" xmlns=""http://www.w3.org/2000/svg"" fill=""none"" aria-label=""https://bsky.app/profile/nodejs.org""><path fill=""#1185FE"" d=""M123.121 33.664C188.241 82.553 258.281 181.68 284 234.873c25.719-53.192 95.759-152.32 160.879-201.21C491.866-1.611 568-28.906 568 57.947c0 17.346-9.945 145.713-15.778 166.555-...",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,28,link,https://twitter.com/nodejs,https://twitter.com/nodejs link,"<a href=""https://twitter.com/nodejs"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label""><svg width=""20"" height=""20"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""currentColor"" aria-label=""https://twitter.com/nodejs""><path d=""M18.901 1.153h3.68l-8.04 9.19L24 22.846h-7.406l-5.8-7.584-6.638 7.584H.474l8.6-9.83L0 1.154h7.594l5.243 6.932ZM17.61 20.644h2.039L6.486 3.24H4.298Z""></path></svg></span></a>",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,29,link,https://slack-invite.openjsf.org/,https://slack-invite.openjsf.org/ link,"<a href=""https://slack-invite.openjsf.org/"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label""><svg width=""20"" height=""20"" viewBox=""0 0 20 20"" xmlns=""http://www.w3.org/2000/svg"" fill=""none"" aria-label=""https://slack-invite.openjsf.org/""><path fill=""#2EB67D"" d=""M16.563 9.375A1.562 1.562 0 1 0 15 7.813v1.562h1.563Zm-4.375 0c.862 0 1.562-.7 1.562-1.563V3.438a1.563 1.563 0 0 0-3.125 0v4.374c0 .863.7 1.563 1.563 1.563Z""></path><path fill=""#E01...",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,30,link,https://www.linkedin.com/company/node-js,https://www.linkedin.com/company/node-js link,"<a href=""https://www.linkedin.com/company/node-js"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label""><svg width=""20"" height=""20"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""currentColor"" aria-label=""https://www.linkedin.com/company/node-js""><path d=""M20.5 2h-17A1.5 1.5 0 002 3.5v17A1.5 1.5 0 003.5 22h17a1.5 1.5 0 001.5-1.5v-17A1.5 1.5 0 0020.5 2zM8 19H5v-9h3zM6.5 8.25A1.75 1.75 0 118.3 6.5a1.78 1.78 0 01-1.8 1.75zM19 19h...",True,None,"WCAG 4.1.2: Name, Role, Value, WCAG 2.4.4: Link Purpose",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,31,paragraph,,unlabeled paragraph,"<p>Copyright <a href=""https://openjsf.org/"">OpenJS Foundation</a> and Node.js contributors. All rights reserved. The <a href=""https://openjsf.org/"">OpenJS Foundation</a> has registered trademarks and uses trademarks.  For a list of trademarks of the <a href=""https://openjsf.org/"">OpenJS Foundation</a>, please see our <a href=""https://trademark-policy.openjsf.org/"">Trademark Policy</a> and <a href=""https://trademark-list.openjsf.org/"">Trademark List</a>.  Trademarks and logos not indicated on the...",True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,32,paragraph,,unlabeled paragraph,"<p><a href=""https://openjsf.org/"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label"">OpenJS Foundation</span></a><a href=""https://ai-coding-assistants-policy.openjsf.org/"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index-module__Caicaq__label"">AI Coding Assistants Policy</span></a><a href=""https://bylaws.openjsf.org/"" class=""index-module__Caicaq__navItem index-module__Caicaq__footer""><span class=""index...",True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,33,alert,,unlabeled alert,"<div aria-live=""assertive"" id=""__next-route-announcer__"" role=""alert"" style=""position: absolute; border: 0px; height: 1px; margin: -1px; padding: 0px; width: 1px; clip: rect(0px, 0px, 0px, 0px); overflow: hidden; white-space: nowrap; overflow-wrap: normal;""></div>",True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,34,InlineTextBox,Skip to content,Skip to content InlineTextBox,,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,35,image,Node.js logo,Node.js logo image,"<svg width=""267"" height=""80"" viewBox=""0 0 267 80"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""fill-[#333333] dark:fill-white index-module__oMcDnW__nodejsLogo"" aria-label=""Node.js logo""><mask id=""a"" maskUnits=""userSpaceOnUse"" x=""0"" y=""0"" width=""267"" height=""80"" style=""mask-type:luminance""><path d=""M267 0H0v79.378h267z"" fill=""#fff""></path></mask><g mask=""url(#a)""><path d=""M234.983 78.755a4 4 0 0 1-1.933-.51l-6.121-3.658c-.921-.51-.46-.695-.184-.787 1.242-.417 1.472-.51 2.761-1.25.138-.09...",True,None,WCAG 1.1.1: Non-text Content,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,36,StaticText,Learn,Learn StaticText,Learn,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,37,StaticText,About,About StaticText,About,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,38,StaticText,Download,Download StaticText,Download,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,39,StaticText,Blog,Blog StaticText,Blog,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,40,StaticText,Docs,Docs StaticText,Docs,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,41,StaticText,Contribute,Contribute StaticText,Contribute,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,42,StaticText,Courses,Courses StaticText,Courses,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,43,generic,,unlabeled generic,"<div class=""index-module__SzNZfW__searchButtonContent""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" fill=""currentColor"" aria-hidden=""true"" data-slot=""icon""><path fill-rule=""evenodd"" d=""M10.5 3.75a6.75 6.75 0 1 0 0 13.5 6.75 6.75 0 0 0 0-13.5ZM2.25 10.5a8.25 8.25 0 1 1 14.59 5.28l4.69 4.69a.75.75 0 1 1-1.06 1.06l-4.69-4.69A8.25 8.25 0 0 1 2.25 10.5Z"" clip-rule=""evenodd""></path></svg>Start typing...</div>",True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,44,StaticText,⌘ K,⌘ K StaticText,⌘ K,True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,45,image,,unlabeled image,"<svg width=""20"" height=""20"" viewBox=""0 0 20 20"" xmlns=""http://www.w3.org/2000/svg"" fill=""currentColor""><path d=""M10 1.25C5.16562 1.25 1.25 5.16562 1.25 10C1.25 13.8719 3.75469 17.1422 7.23281 18.3016C7.67031 18.3781 7.83437 18.1156 7.83437 17.8859C7.83437 17.6781 7.82344 16.9891 7.82344 16.2563C5.625 16.6609 5.05625 15.7203 4.88125 15.2281C4.78281 14.9766 4.35625 14.2 3.98438 13.9922C3.67812 13.8281 3.24063 13.4234 3.97344 13.4125C4.6625 13.4016 5.15469 14.0469 5.31875 14.3094C6.10625 15.6328 7....",False,WCAG 1.1.1: Non-text Content (Missing alt or name),None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,46,heading,Run JavaScript Everywhere,Run JavaScript Everywhere heading,"<h1 class=""special"">Run JavaScript Everywhere</h1>",True,None,WCAG 1.3.1: Info and Relationships,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,47,paragraph,,unlabeled paragraph,"<p>Node.js® is a free, open-source, cross-platform JavaScript runtime environment
that lets developers create servers, web apps, command line tools and scripts.</p>",True,None,None,browse,2026-04-17T10:09:43.459127
https://nodejs.org/,48,button,Get Node.js®,Get Node.js® button,"<a role=""button"" aria-disabled=""false"" class=""index-module__chIz9G__button index-module__chIz9G__primary !block dark:!hidden"" tabindex=""0"" href=""/en/download"">Get Node.js®</a>",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,49,button,Get security support for EOL Node.js versions,Get security support for EOL Node.js versions button,"<a role=""button"" aria-disabled=""false"" class=""index-module__chIz9G__button index-module__chIz9G__secondary !block"" tabindex=""0"" href=""/en/about/eol""><span>Get security support</span><br><small class=""!text-xs"">for EOL Node.js versions</small></a>",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,50,button,Cloudflare,Cloudflare button,"<a href=""https://www.cloudflare.com/?utm_source=nodejs-website&amp;utm_medium=Link"" role=""button"" aria-disabled=""false"" class=""index-module__chIz9G__button index-module__chIz9G__secondary index-module__KYC0-G__small"" tabindex=""0"" rel=""sponsored noopener"" target=""_blank"" aria-label=""Cloudflare"" data-tooltip=""Cloudflare""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 209.51 94.74"" width=""209.51"" height=""94.74""><path fill=""#f4801f"" d=""M143.05,93.42l1.07-3.71c1.27-4.41.8-8.48-1.34-11.48-2-2.76...",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,51,button,NodeSource,NodeSource button,"<a href=""https://nodesource.com/?utm_source=nodejs-website&amp;utm_medium=Link"" role=""button"" aria-disabled=""false"" class=""index-module__chIz9G__button index-module__chIz9G__secondary index-module__KYC0-G__small"" tabindex=""0"" rel=""sponsored noopener"" target=""_blank"" aria-label=""NodeSource"" data-tooltip=""NodeSource""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 100 100""><path fill=""#89a19d"" d=""M89.243,20.864,55.642,1.5a11.21,11.21,0,0,0-11.2,0L10.778,20.937a11.208,11.208,0,0,0-5.6,9.7L5.14...",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,52,button,Microsoft Azure,Microsoft Azure button,"<a href=""https://microsoft.com/?utm_source=nodejs-website&amp;utm_medium=Link"" role=""button"" aria-disabled=""false"" class=""index-module__chIz9G__button index-module__chIz9G__secondary index-module__KYC0-G__small"" tabindex=""0"" rel=""sponsored noopener"" target=""_blank"" aria-label=""Microsoft Azure"" data-tooltip=""Microsoft Azure""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 86 86"" fill=""none""><g clip-path=""url(#clip0_1_177)""><path d=""M0.199951 0.800049H40.2999V40.9H0.199951V0.800049Z"" fill=""#F...",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,53,button,HeroDevs,HeroDevs button,"<a href=""https://herodevs.com/?utm_source=nodejs-website&amp;utm_medium=Link"" role=""button"" aria-disabled=""false"" class=""index-module__chIz9G__button index-module__chIz9G__secondary index-module__KYC0-G__small"" tabindex=""0"" rel=""sponsored noopener"" target=""_blank"" aria-label=""HeroDevs"" data-tooltip=""HeroDevs""><svg xmlns=""http://www.w3.org/2000/svg"" width=""484"" height=""500"" viewBox=""0 0 484 500"" fill=""none""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M168.465 193.671C96.0868 172.261 104.27 3...",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
https://nodejs.org/,54,button,Vercel,Vercel button,"<a href=""https://vercel.com/?utm_source=nodejs-website&amp;utm_medium=Link"" role=""button"" aria-disabled=""false"" class=""index-module__chIz9G__button index-module__chIz9G__secondary index-module__KYC0-G__small"" tabindex=""0"" rel=""sponsored noopener"" target=""_blank"" aria-label=""Vercel"" data-tooltip=""Vercel""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 1155 1000"" width=""1155"" height=""1000"" fill=""none"" class=""text-black dark:text-white""><path d=""M577.344 0L1154.69 1000H0L577.344 0Z"" fill=""curr...",True,None,"WCAG 4.1.2: Name, Role, Value",browse,2026-04-17T10:09:43.459127
